"County","FIPS","Year","Race/Ethnicity","Age","Poverty Status","Measure Type","Variable","Value"
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",1.24
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",23583
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",749.86
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",17.5
"Middlesex County","09007","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",0.55
"Middlesex County","09007","2014-2018","All","Total","Below Poverty Level","Number","Poverty Status",10909
"Middlesex County","09007","2014-2018","All","Total","Below Poverty Level","Number","Margins of Error",1017
"Middlesex County","09007","2014-2018","All","Total","Below Poverty Level","Percent","Poverty Status",6.91
"Middlesex County","09007","2014-2018","All","Total","Below Poverty Level","Percent","Margins of Error",0.64
"Middlesex County","09007","2014-2018","All","Total","Poverty Status Determined","Number","Poverty Status",157983
"Middlesex County","09007","2014-2018","All","Total","Poverty Status Determined","Number","Margins of Error",487
"Middlesex County","09007","2014-2018","All","Under 18","Below Poverty Level","Number","Poverty Status",2483
"Middlesex County","09007","2014-2018","All","Under 18","Below Poverty Level","Number","Margins of Error",367.32
"Middlesex County","09007","2014-2018","All","Under 18","Below Poverty Level","Percent","Poverty Status",8.34
"Middlesex County","09007","2014-2018","All","Under 18","Below Poverty Level","Percent","Margins of Error",1.21
"Middlesex County","09007","2014-2018","All","Under 18","Poverty Status Determined","Number","Poverty Status",29777
"Middlesex County","09007","2014-2018","All","Under 18","Poverty Status Determined","Number","Margins of Error",865.71
"Middlesex County","09007","2014-2018","All","Under 18","Poverty Status Determined","Percent","Poverty Status",18.85
"Middlesex County","09007","2014-2018","All","Under 18","Poverty Status Determined","Percent","Margins of Error",0.54
"Middlesex County","09007","2014-2018","American Indian and Alaska Native Alone","Total","Below Poverty Level","Number","Poverty Status",89
"Middlesex County","09007","2014-2018","American Indian and Alaska Native Alone","Total","Below Poverty Level","Number","Margins of Error",112
"Middlesex County","09007","2014-2018","American Indian and Alaska Native Alone","Total","Below Poverty Level","Percent","Poverty Status",33.84
"Middlesex County","09007","2014-2018","American Indian and Alaska Native Alone","Total","Below Poverty Level","Percent","Margins of Error",36.38
"Middlesex County","09007","2014-2018","American Indian and Alaska Native Alone","Total","Poverty Status Determined","Number","Poverty Status",263
"Middlesex County","09007","2014-2018","American Indian and Alaska Native Alone","Total","Poverty Status Determined","Number","Margins of Error",172
"Middlesex County","09007","2014-2018","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Poverty Status",32
"Middlesex County","09007","2014-2018","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Margins of Error",99.61
"Middlesex County","09007","2014-2018","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Poverty Status",100
"Middlesex County","09007","2014-2018","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Margins of Error",540.71
"Middlesex County","09007","2014-2018","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Poverty Status",32
"Middlesex County","09007","2014-2018","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Margins of Error",141.47
"Middlesex County","09007","2014-2018","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",12.17
"Middlesex County","09007","2014-2018","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",53.2
"Middlesex County","09007","2014-2018","Asian Alone","Total","Below Poverty Level","Number","Poverty Status",375
"Middlesex County","09007","2014-2018","Asian Alone","Total","Below Poverty Level","Number","Margins of Error",182
"Middlesex County","09007","2014-2018","Asian Alone","Total","Below Poverty Level","Percent","Poverty Status",8.7
"Middlesex County","09007","2014-2018","Asian Alone","Total","Below Poverty Level","Percent","Margins of Error",4.19
"Middlesex County","09007","2014-2018","Asian Alone","Total","Poverty Status Determined","Number","Poverty Status",4311
"Middlesex County","09007","2014-2018","Asian Alone","Total","Poverty Status Determined","Number","Margins of Error",248
"Middlesex County","09007","2014-2018","Asian Alone","Under 18","Below Poverty Level","Number","Poverty Status",31
"Middlesex County","09007","2014-2018","Asian Alone","Under 18","Below Poverty Level","Number","Margins of Error",79.97
"Middlesex County","09007","2014-2018","Asian Alone","Under 18","Below Poverty Level","Percent","Poverty Status",3.63
"Middlesex County","09007","2014-2018","Asian Alone","Under 18","Below Poverty Level","Percent","Margins of Error",9.33
"Middlesex County","09007","2014-2018","Asian Alone","Under 18","Poverty Status Determined","Number","Poverty Status",855
"Middlesex County","09007","2014-2018","Asian Alone","Under 18","Poverty Status Determined","Number","Margins of Error",165.24
"Middlesex County","09007","2014-2018","Asian Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",19.83
"Middlesex County","09007","2014-2018","Asian Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",3.66
"Middlesex County","09007","2014-2018","Black or African American Alone","Total","Below Poverty Level","Number","Poverty Status",1352
"Middlesex County","09007","2014-2018","Black or African American Alone","Total","Below Poverty Level","Number","Margins of Error",344
"Middlesex County","09007","2014-2018","Black or African American Alone","Total","Below Poverty Level","Percent","Poverty Status",16.7
"Middlesex County","09007","2014-2018","Black or African American Alone","Total","Below Poverty Level","Percent","Margins of Error",4.16
"Middlesex County","09007","2014-2018","Black or African American Alone","Total","Poverty Status Determined","Number","Poverty Status",8095
"Middlesex County","09007","2014-2018","Black or African American Alone","Total","Poverty Status Determined","Number","Margins of Error",409
"Middlesex County","09007","2014-2018","Black or African American Alone","Under 18","Below Poverty Level","Number","Poverty Status",506
"Middlesex County","09007","2014-2018","Black or African American Alone","Under 18","Below Poverty Level","Number","Margins of Error",185.08
"Middlesex County","09007","2014-2018","Black or African American Alone","Under 18","Below Poverty Level","Percent","Poverty Status",26.24
"Middlesex County","09007","2014-2018","Black or African American Alone","Under 18","Below Poverty Level","Percent","Margins of Error",8.61
"Middlesex County","09007","2014-2018","Black or African American Alone","Under 18","Poverty Status Determined","Number","Poverty Status",1928
"Middlesex County","09007","2014-2018","Black or African American Alone","Under 18","Poverty Status Determined","Number","Margins of Error",311.54
"Middlesex County","09007","2014-2018","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",23.82
"Middlesex County","09007","2014-2018","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",3.66
"Middlesex County","09007","2014-2018","Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",1766
"Middlesex County","09007","2014-2018","Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",409
"Middlesex County","09007","2014-2018","Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",18.58
"Middlesex County","09007","2014-2018","Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",4.3
"Middlesex County","09007","2014-2018","Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",9507
"Middlesex County","09007","2014-2018","Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",105
"Middlesex County","09007","2014-2018","Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",751
"Middlesex County","09007","2014-2018","Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",205.62
"Middlesex County","09007","2014-2018","Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",25.26
"Middlesex County","09007","2014-2018","Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",6.32
"Middlesex County","09007","2014-2018","Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",2973
"Middlesex County","09007","2014-2018","Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",330.75
"Middlesex County","09007","2014-2018","Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",31.27
"Middlesex County","09007","2014-2018","Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",3.46
"Middlesex County","09007","2014-2018","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Number","Poverty Status",8
"Middlesex County","09007","2014-2018","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Number","Margins of Error",13
"Middlesex County","09007","2014-2018","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Percent","Poverty Status",100
"Middlesex County","09007","2014-2018","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Percent","Margins of Error",229.81
"Middlesex County","09007","2014-2018","Native Hawaiian and Other Pacific Islander","Total","Poverty Status Determined","Number","Poverty Status",8
"Middlesex County","09007","2014-2018","Native Hawaiian and Other Pacific Islander","Total","Poverty Status Determined","Number","Margins of Error",13
"Middlesex County","09007","2014-2018","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Poverty Status",8
"Middlesex County","09007","2014-2018","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Margins of Error",97.06
"Middlesex County","09007","2014-2018","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Poverty Status",100
"Middlesex County","09007","2014-2018","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Margins of Error",2126.18
